notebook_path,relative_notebook_path,function_name,cell_number_1_based,cell_index_0_based,position_ratio,line_in_cell,preceding_heading,cell_stage,cell_line_count,first_use_cell_after_def_1_based,cell_gap_to_first_use,call_count_excluding_def_lines,modified_vs_head_before_audit
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Final_Selected_Model.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Final_Selected_Model.ipynb,require_file,6,5,0.5556,67,## 2. Load Selected Hyperparameters and Test Cache,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,137,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Final_Selected_Model.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Final_Selected_Model.ipynb,resolve_project_root,6,5,0.5556,34,## 2. Load Selected Hyperparameters and Test Cache,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,137,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Final_Selected_Model.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Final_Selected_Model.ipynb,save_json,6,5,0.5556,81,## 2. Load Selected Hyperparameters and Test Cache,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,137,10,4,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Final_Selected_Model.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Final_Selected_Model.ipynb,build_cnn_model,8,7,0.7778,51,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,10,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Final_Selected_Model.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Final_Selected_Model.ipynb,config_json,8,7,0.7778,18,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,3,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Final_Selected_Model.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Final_Selected_Model.ipynb,config_key,8,7,0.7778,23,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Final_Selected_Model.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Final_Selected_Model.ipynb,flat_result,8,7,0.7778,128,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,0,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Final_Selected_Model.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Final_Selected_Model.ipynb,make_optimizer,8,7,0.7778,39,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Final_Selected_Model.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Final_Selected_Model.ipynb,normalise_config,8,7,0.7778,2,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,4,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Final_Selected_Model.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Final_Selected_Model.ipynb,seed_from_config,8,7,0.7778,27,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,0,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Final_Selected_Model.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Final_Selected_Model.ipynb,select_best,8,7,0.7778,160,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,0,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Final_Selected_Model.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Final_Selected_Model.ipynb,set_global_seed,8,7,0.7778,32,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,10,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Final_Selected_Model.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Final_Selected_Model.ipynb,train_and_evaluate_config,8,7,0.7778,79,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,0,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Final_Selected_Model.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Final_Selected_Model.ipynb,subgroup_metrics,10,9,1.0,7,## 4. Final Held-Out Test Evaluation,configuration/paths; training; evaluation; outputs/saving; function definitions,43,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Genetic_Algorithm.ipynb,load_class_weights,7,6,0.6,87,## 2. Load Cache and Search Space,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,126,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Genetic_Algorithm.ipynb,load_json,7,6,0.6,75,## 2. Load Cache and Search Space,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,126,11,4,4,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Genetic_Algorithm.ipynb,require_file,7,6,0.6,67,## 2. Load Cache and Search Space,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,126,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Genetic_Algorithm.ipynb,resolve_project_root,7,6,0.6,34,## 2. Load Cache and Search Space,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,126,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Genetic_Algorithm.ipynb,save_json,7,6,0.6,81,## 2. Load Cache and Search Space,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,126,11,4,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Genetic_Algorithm.ipynb,build_cnn_model,9,8,0.8,51,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Genetic_Algorithm.ipynb,config_json,9,8,0.8,18,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,3,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Genetic_Algorithm.ipynb,config_key,9,8,0.8,23,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,11,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Genetic_Algorithm.ipynb,flat_result,9,8,0.8,128,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,11,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Genetic_Algorithm.ipynb,make_optimizer,9,8,0.8,39,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Genetic_Algorithm.ipynb,normalise_config,9,8,0.8,2,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,11,2,10,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Genetic_Algorithm.ipynb,seed_from_config,9,8,0.8,27,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,11,2,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Genetic_Algorithm.ipynb,select_best,9,8,0.8,160,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,11,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Genetic_Algorithm.ipynb,set_global_seed,9,8,0.8,32,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Genetic_Algorithm.ipynb,train_and_evaluate_config,9,8,0.8,79,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,11,2,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Genetic_Algorithm.ipynb,crossover,11,10,1.0,51,## 4. Run or Load GA,configuration/paths; dataset loading; training; outputs/saving; function definitions,105,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Genetic_Algorithm.ipynb,mutate,11,10,1.0,43,## 4. Run or Load GA,configuration/paths; dataset loading; training; outputs/saving; function definitions,105,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Genetic_Algorithm.ipynb,random_config,11,10,1.0,40,## 4. Run or Load GA,configuration/paths; dataset loading; training; outputs/saving; function definitions,105,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Genetic_Algorithm.ipynb,rebuild_best_json_from_trials,11,10,1.0,11,## 4. Run or Load GA,configuration/paths; dataset loading; training; outputs/saving; function definitions,105,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Genetic_Algorithm.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Genetic_Algorithm.ipynb,tournament,11,10,1.0,54,## 4. Run or Load GA,configuration/paths; dataset loading; training; outputs/saving; function definitions,105,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_HPO_Comparison.ipynb,load_class_weights,6,5,0.3846,87,## 2. Load Cache and Artifacts,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,125,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_HPO_Comparison.ipynb,load_json,6,5,0.3846,75,## 2. Load Cache and Artifacts,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,125,10,4,4,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_HPO_Comparison.ipynb,require_file,6,5,0.3846,67,## 2. Load Cache and Artifacts,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,125,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_HPO_Comparison.ipynb,resolve_project_root,6,5,0.3846,34,## 2. Load Cache and Artifacts,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,125,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_HPO_Comparison.ipynb,save_json,6,5,0.3846,81,## 2. Load Cache and Artifacts,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,125,14,8,3,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_HPO_Comparison.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_HPO_Comparison.ipynb,build_cnn_model,8,7,0.5385,51,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,1,False
